PE,Company,Primary Industry Sector,Year Founded,Revenue,Gross Profit,Net Income,EBITDA,EBIT,Total Debt,Fiscal Year,Valuation/Ebitda,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation / Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,EBITDA Margin %,Employees,Total Invested Equity,CEO Pbid,CEO,Deal Date,Deal Size,Deal Year
0,Lamb Weston Holdings,Consumer Products and Services (B2C),1950,3022.30,701.10,298.10,511.30,413.70,2483.10,2017,13.50,16.68,23.15,2.28,140.53,,,,,,16.92%,,,112379-77P,Thomas Werner,Nov-16,,2016
0,Lands' End,Consumer Products and Services (B2C),1963,1562.88,710.34,78.85,149.99,128.39,0.00,2014,,,,,,,,,,,9.60%,,,,,Apr-14,,2014
1,Metaldyne Performance Group,Consumer Products and Services (B2C),1984,2466.19,384.48,66.57,393.31,197.39,1972.69,2014,2.56,5.10,15.11,0.41,11.09,0.38,0.76,2.25,0.06,1.65,15.95%,,,15262-75P,Thomas Amato,Dec-14,150.00,2014
0,Motorola Mobility,Consumer Products and Services (B2C),1928,11460.00,2965.00,-86.00,278.00,48.00,0.00,2010,,,,,,,,,,,2.43%,,,4.3806-52P,Rick Osterloh,Jan-11,,2011
0,Newegg,Consumer Products and Services (B2C),2001,2289.84,,24.90,,,,2009,,,,,,,,,,,,,,,,Apr-10,,2010
0,Rithm Capital,Consumer Products and Services (B2C),2013,54.71,,51.63,,,915.06,2013,,,,,,,,,,,,,,,,May-13,,2013
0,Sears Hometown Stores,Consumer Products and Services (B2C),2012,2395.53,577.26,56.38,102.73,93.10,2.88,2013,,,,,,,,,,,4.29%,,,,,Sep-12,,2012
0,SKYX Platforms,Consumer Products and Services (B2C),2004,2.22,0.27,-8.02,-1.60,-5.27,3.37,2015,,,,,,-12.21,-3.72,-2.44,8.83,-14.88,-72.30%,,,151157-80P,lames Hills,Jul-15,19.59,2015
1,The J.Jill Group,Consumer Products and Services (B2C),1959,639.06,427.94,24.08,95.63,59.41,267.24,2017,5.95,9.57,23.62,0.89,-40.52,1.59,2.55,6.30,0.24,-10.80,14.96%,,,30513-97P,Paula Bennett,Mar-17,151.67,2017
0,The RMR Group,Consumer Products and Services (B2C),1986,192.94,109.48,7.30,82.54,80.42,0.00,2015,,,,,,,,,,,42.78%,,,,,Nov-15,,2015
0,Time,Consumer Products and Services (B2C),1923,3362.00,2018.00,135.00,361.00,223.00,38.00,2014,,,,,,,,,,,10.74%,,,53490-34P,Joseph Ripp,May-14,,2014
0,Cars.com,Consumer Products and Services (B2C),,633.79,,169.56,255.36,170.43,0.00,2017,,,,,,,,,,,40.29%,,,6808.2-22P,Alex Vetter,Jun-17,,2017
0,Post Holdings,Consumer Products and Services (B2C),,963.80,439.80,-436.10,-337.30,-396.30,784.50,2012,,,,,,,,,,,-35.00%,,,5.3987-41p,William Stiritz,Feb-12,,2012
0,Rouse Properties,Consumer Products and Services (B2C),,223.36,156.67,-26.98,146.34,42.93,1059.68,2011,,,,,,,,,,,65.52%,,,7.2589-24P,Andrew Silberfein,Jan-12,,2012
0,Worksport,Consumer Products and Services (B2C),,0.00,,-0.02,-0.02,-0.02,0.00,2010,,,,,,,,,,,,,,90881-38P,Arnold Boisdrenghien,May-10,,2010
0,Matador Resources,Energy,2003,79.24,33.97,-10.31,16.29,-15.46,113.00,2011,40.30,-42.47,-63.70,8.29,-60.94,9.82,-10.35,-15.52,2.02,-14.85,20.56%,41,14.00,91027-oop,Joseph Foran,Feb-12,160.00,2012
1,PetroLogistics,Energy,,743.80,169.84,21.92,57.06,19.42,343.00,2012,41.42,121.67,107.78,3.18,136.11,10.43,30.64,27.14,0.80,34.27,7.67%,,23.97,16413-67P,Nathan Ticatch,May-12,595.00,2012
0,Via Renewables,Energy,1999,324.23,73.09,24.46,37.44,24.33,41.05,2014,,10.17,10.12,0.76,-83.76,1.44,2.22,2.21,0.17,-18.27,11.55%,137,50.22,7.25.22-10P,Nathan Kroeker,Jul-14,54.00,2014
0,CSI Compressco,Energy,2008,82.96,28.94,,27.54,14.58,145.10,2011,11.16,21.08,,3.71,58.88,1.94,3.66,,0.64,10.23,33.19%,,53.40,142594-84P,Gary McBride,Jun-11,53.40,2011
0,Enphase Energy,Energy,2006,149.52,29.07,-32.29,-26.25,-29.28,33.88,2011,-8.98,-8.05,-7.30,1.58,20.58,-2.05,1.84,-1.67,0.36,470.00,-17.56%,215,53.82,35489-44p,Paul Nahi,Mar-12,53.82,2012
0,Renewable Energy Group,Energy,1996,824.03,127.21,42.75,106.69,99.50,90.01,2011,2.69,2.88,6.70,0.35,9.77,0.67,0.72,1.68,0.09,2.46,12.95%,234,68.57,49086-82P,Daniel Oh,Jan-12,72.00,2012
1,TPI Composites,Energy,1968,710.89,64.80,13.04,57.30,45.02,119.69,2016,6.30,8.01,27.66,0.51,18.85,1.22,1.55,5.37,0.10,3.66,8.06%,,70.00,17308-72P,Steven Lockard,Jul-16,70.00,2016
0,SolarCity,Energy,2006,124.13,45.16,-47.07,-59.76,-78.12,299.29,2012,-9.78,-7.48,-12.42,4.71,-21.43,-1.54,-1.18,-1.95,0.74,-3.37,-48.15%,,92.00,35886-79P,Lyndon Rive,Dec-12,92.00,2012
0,Kimbell Royalty Partners,Energy,2013,3.61,1.72,,-4.16,-5.77,10.60,2016,-81.20,-58.61,,93.74,2680.27,-24.86,-17.94,,28.70,820.52,-115.45%,,103.50,163070-65P,Robert Ravnaas,Feb-17,103.50,2017
0,GenMark Diagnostics,Energy,2005,16.40,2.95,-42.89,-34.55,-37.74,20.43,2010,-10.70,-9.79,-8.62,22.54,-61.95,-3.10,-2.84,-2.50,6.54,-17.98,-210.72%,57,107.25,3.1866-67P,Patrick Gruber,Feb-11,107.25,2011
1,Solaris Oilfield Infrastructure,Energy,2014,25.34,13.58,0.00,11.90,7.81,3.16,2017,42.84,65.26,,20.11,-317.11,10.19,15.52,,4.78,-75.42,46.95%,,121.20,41188-06P,Gregory Lanham,May-17,121.20,2017
1,Select Energy Services,Energy,2008,323.49,-32.43,-5.21,-195.69,-287.67,51.28,2017,-4.82,-3.28,-180.78,2.91,-161.18,-0.62,-0.42,-23.36,0.38,-20.82,-60.49%,1700,121.80,16528-78P,John Schmitz,Apr-17,121.80,2017
0,Rose Rock Midstream,Energy,2011,373.76,46.63,,52.70,41.55,0.00,2011,6.37,8.08,,0.90,,2.66,3.37,,0.37,,14.10%,,140.00,1408.34-3.3P,Norman Szydlowski,Dec-11,140.00,2011
0,Alon USA Partners,Energy,2012,3507.68,420.53,,399.06,353.85,84.00,2012,,,,,,0.40,0.45,,0.05,-1.39,11.38%,1001,148.80,84480-40p,Paul Eisman,Nov-12,160.00,2012
0,Green Plains Partners,Energy,2015,13.36,8.60,,-9.79,-15.88,8.10,2015,-24.36,-15.01,,17.84,385.67,-15.33,-9.45,,11.23,242.72,-73.23%,,150.00,69581-35P,Todd Becker,Jun-15,150.00,2015
0,Sprague Resources,Energy,1869,4709.66,146.45,,51.36,31.27,470.12,2013,3.53,5.80,,0.04,-7.90,2.98,489.00,,0.03,-6.67,1.09%,,153.00,3.9989-62P,Michael Milligan,Oct-13,153.00,2013
1,NCS Multistage,Energy,2006,134.01,37.59,-3.58,25.55,-0.38,88.39,2017,30.16,-2006.59,-215.05,5.75,-252.30,6.32,-420.57,-45.07,1.21,-52.88,19.06%,197,161.50,50477-50P,Robert Nipper,Apr-17,161.50,2017
0,LRR Energy,Energy,2011,123.18,87.84,43.19,84.03,39.37,27.25,2011,3.54,7.56,6.89,2.42,-24.90,2.13,4.54,4.14,1.45,-14.96,68.22%,,167.58,54714-25P,Charlie Adcock,Nov-11,178.75,2011
0,Delek Logistics Partners,Energy,2012,960.37,24.52,,15.05,4.57,53.20,2012,,,,,,11.16,36.75,,0.17,861.54,1.57%,,168.00,80770-15P,Ezra Yemin,Nov-12,168.00,2012
1,Bonanza Creek,Energy,1999,105.72,59.46,12.48,63.02,31.52,8.73,2011,10.67,21.34,53.90,6.36,321.83,2.70,5.39,13.63,1.61,81.35,59.61%,,170.00,66678-31 P,Richard Carty,Dec-11,170.00,2011
1,ProPetro Holding,Energy,2005,436.92,-10.76,-53.15,-17.19,-60.73,176.33,2016,-67.63,-19.14,-21.87,2.66,11.71,-20.36,-5.76,-6.59,0.80,3.53,-3.93%,642,185.50,40845-52P,Dale Redman,Mar-17,350.00,2017
1,Northern Tier Energy,Energy,2010,4402.60,658.50,,420.90,390.00,302.70,2012,2.45,2.64,,0.23,11.06,0.54,0.58,,0.05,2.44,9.56%,,213.28,36059-95P,Mario Rodriguez,Jul-12,227.50,2012
0,Diamondback Energy,Energy,2007,64.06,7.55,6.76,31.43,10.40,130.41,2012,19.55,59.10,90.96,9.59,-340.42,6.96,21.04,32.38,3.41,-121.19,49.06%,54,218.75,6.386041p,Travis Stice,Oct-12,218.75,2012
0,Amplify Energy,Energy,,227.43,79.75,15.28,120.15,19.04,234.80,2012,7.10,44.80,55.83,3.75,168.33,2.60,16.38,20.42,1.37,61.55,52.83%,,234.00,,,Apr-12,312.00,2012
0,Sunrun,Energy,2007,238.58,24.55,-52.35,-118.27,-177.99,555.57,2015,-11.48,-7.63,-25.93,5.69,-15.55,-2.12,1.41,-4.79,1.05,-2.87,-49.57%,,244.75,3556.2-34P,Lynn Jurich,Aug-15,250.60,2015
0,Oiltanking Partners,Energy,2011,119.59,86.72,,72.21,56.32,141.96,2011,,,,,,3.42,4.39,,2.07,386.33,60.38%,,247.25,,,Jul-11,247.25,2011
1,Summit Midstream Partners,Energy,2009,137057.00,109.23,,73.63,48.53,351.21,2012,6.63,10.06,,3.55,100.12,3.40,5.15,,1.82,51.27,53.52%,,250.00,31508-74P,Steven Newby,Sep-12,250.00,2012
0,EQM Midstream Partners,Energy,2012,113.99,104.37,4.94,73.53,61.87,135.24,2012,4.95,5.89,73.71,3.19,-25.27,3.57,4.24,53.14,2.30,-18.22,64.51%,,262.50,.202377-70P,Thomas Karam,Jun-12,262.50,2012
1,JP Energy Partners,Energy,2010,1294.41,116.66,,5.41,-37.68,197.20,2014,67.35,-9.67,,0.28,72.08,50.84,-7.30,,0.21,54.41,0.42%,,275.00,,,Oct-14,275.00,2014
1,Forum Energy Technologies,Energy,2005,1288.57,430.11,123.46,252.59,207.85,655.31,2012,6.70,8.14,13.70,1.31,2772.69,1.50,1.82,3.07,0.29,621.23,19.60%,,277.79,34851-34P,C. Gaut,Apr-12,378.95,2012
0,Noble Midstream Partners,Energy,2014,123.87,93.83,27.55,100.65,92.45,0.00,2016,3.56,3.87,12.99,2.89,-85.17,2.79,3.04,10.21,2.27,-66.95,81.26%,,281.25,150784-75P,Terry Gerhart,Sep-16,281.25,2016
1,Vital Energy (Tulsa),Energy,2006,456.24,290.69,139.08,356.00,203.98,875.00,2011,5.97,10.42,15.28,4.66,702.48,0.84,1.46,2.14,0.65,98.35,78.03%,183,297.50,12661-57P,Randy Foutch,Dec-11,297.50,2011
1,NexTier Oilfield Solutions,Energy,1973,420.57,-96.75,-187.09,-47.81,-148.79,277.83,2016,-40.98,-13.17,-10.47,4.66,-427.64,-10.63,-3.42,-2.72,1.21,-110.96,-11.37%,1100,298.30,,,Jan-17,508.44,2017
1,Athlon Energy,Energy,2010,208.00,164.36,42.99,142.49,72.30,543.50,2013,11.53,22.72,38.21,7.90,-665.28,2.22,4.37,7.35,1.52,-127.90,68.50%,200,298.42,35263-18P,Robert Reeves,Aug-13,315.78,2013
0,Quantenna Communications,Energy,2006,195.19,113.45,1.48,16.85,-31.85,547.73,2010,33.88,-17.92,385.26,2.93,204.35,17.80,-9.42,202.43,1.54,107.37,8.63%,,300.00,13850-02P,Alan Smith,Dec-10,300.00,2010
0,Western Refining Logistics,Energy,2005,3476.08,82.32,,-49.41,-64.89,,2013,-10.16,-7.73,,0.14,501842.00,-6.12,-4.66,,0.09,302500.00,-1.42%,,302.50,80270-20P,Jeff Stevens,Oct-13,302.50,2013
0,PBF Logistics,Energy,2012,8.51,,-17.65,-14.07,-17.65,,2014,-51.95,-41.41,-41.41,85.84,14329.05,-22.48,-17.92,-17.92,37.15,6200.98,-165.23%,,316.25,36906-85P,Thomas Nimbley,May-14,316.25,2014
0,Midcoast Energy Partners,Energy,2012,5490.70,322.10,,221.80,81.60,,2013,1.83,4.99,,0.07,,1.50,4.08,,0.06,,4.04%,,333.00,47904-76P,Mark Maki,Nov-13,333.00,2013
1,Targa Resources,Energy,2003,5339.30,779.20,-206.40,411.80,234.70,1663.40,2010,2.26,3.96,-4.51,0.17,5.74,0.87,1.53,-1.75,0.07,2.22,7.71%,1000,360.25,12255-94P,Rene Joyce,Dec-10,360.25,2010
0,Dominion Energy Midstream Partners,Energy,2000,313.30,253.70,102.50,196.80,165.60,,2014,3.41,4.05,6.55,2.14,,1.87,2.22,3.59,1.17,,62.82%,,367.50,11850-85P,Thomas Farrell,Oct-14,367.50,2014
0,MPLX,Energy,2012,409.70,110.70,,162.00,125.30,11.40,2012,5.02,6.49,,1.98,14.83,2.35,3.04,,0.93,6.95,39.54%,,380.60,57473-11P,Gary Heminger,Oct-12,380.60,2012
1,Memorial Resource Development,Energy,2011,696.51,578.90,0.00,422.48,223.29,1927.93,2014,8.66,16.38,,5.25,-40.45,1.92,3.64,,1.17,-8.99,60.66%,,381.90,,,Jun-14,813.20,2014
0,CNX Midstream Partners,Energy,2011,92.83,46.79,,50.10,43.65,,2014,12.81,14.70,,,152.90,7.69,8.82,,4.15,91.75,53.97%,,385.00,,,Sep-14,385.00,2014
0,RSP Permian,Energy,2010,123.04,53.45,62.74,117.37,70.22,128.16,2013,12.05,20.14,22.54,11.49,-37.21,3.32,5.55,6.22,3.17,-10.26,95.39%,,390.00,5970448p,Steven Gray,Jan-14,390.00,2014
0,8point3 Energy Partners,Energy,2015,8.90,,1.94,-2.01,-4.27,149.90,2015,-742.53,-349.18,768.16,167.60,,-209.16,-98.36,216.38,47.21,,-22.57%,,396.90,3.2459-32P,Charles Boynton,Jun-15,420.00,2015
0,Rice Midstream Partners,Energy,2014,3.21,0.13,,-19.69,-22.64,0.00,2014,-48.20,-41.91,,295.87,792.04,-20.95,-18.22,,128.62,344.32,-613.84%,,412.50,1005.29-3.3P,Daniel Rice,Dec-14,412.50,2014
1,Jagged Peak Energy,Energy,2013,76.52,63.63,0.00,33.29,-7.13,132.00,2016,95.96,-447.91,,41.74,-1310.12,14.24,-66.47,,6.19,-194.42,43.50%,,425.00,23242-96P,Joseph Jaggers,Jan-17,474.00,2017
0,TerraForm Power,Energy,2014,41.85,37.31,0.15,24.72,12.03,1027.53,2014,96.25,197.73,15863.17,56.86,149.53,20.29,41.68,3344.17,11.99,31.52,59.08%,,501.63,35563-78P,Carlos Domenech,Jul-14,501.63,2014
0,PBF Energy,Energy,2008,19964.77,188.07,355.29,980.43,890.19,732.96,2012,0.54,0.60,,,,,,,,-9.77,4.91%,,533.00,36906-85P,Thomas Nimbley,Dec-12,533.00,2012
1,Kosmos Energy,Energy,2003,95.57,95.54,-313.53,-204.64,-262.56,1300.00,2011,-32.91,-25.65,-21.48,70.47,115.18,-2.90,-2.26,-1.89,6.22,10.16,-214.12%,130,594.00,12699-01 P,Brian Maxted,May-11,594.00,2011
0,CVR Refining,Energy,1906,8281.70,1187.70,,779.10,671.50,773.20,2012,4.74,5.50,,0.45,24.53,0.77,0.89,,0.07,3.99,9.41%,,600.00,1.2151-27P,John Lipinski,Jan-13,600.00,2013
0,Magnolia Oil & Gas,Energy,2017,110.93,60.68,2.45,55.27,22.14,0.00,2016,13.57,33.87,34.93,6.76,,10.86,27.10,27.94,5.41,,49.82%,,600.00,.247856-05P,Brian Corales,May-17,600.00,2017
0,EQT GP Holdings,Energy,,571.41,509.65,,458.26,405.45,953.85,2015,15.68,17.72,,12.58,-37.50,1.36,1.53,,1.09,-3.24,80.20%,,621.00,,,Jul-15,621.00,2015
0,Frank's International,Energy,1938,1066.82,558.83,291.73,448.37,377.16,423.23,2013,7.31,8.69,11.24,3.07,554.27,1.47,1.75,2.26,0.62,111.58,42.03%,,622.05,1.26485-56P,Donald Mosing,Aug-13,660.00,2013
0,Atlantica Sustainable Infrastructure,Energy,2013,242.43,216.16,-2.44,149.76,84.12,2829.57,2014,15.49,27.58,-91.30,9.57,3.47,4.81,8.57,-28.36,2.97,1.08,61.78%,,720.65,119801-71P,Santiago Seage,Jun-14,720.65,2014
0,BP Midstream Partners,Energy,2017,102.01,83.10,44.29,75.38,72.69,,2017,,,,,,10.15,10.52,17.27,7.50,,73.90%,,765.00,,,Oct-17,765.00,2017
0,Antero Midstream GP,Energy,2013,0.00,,,15.45,15.45,,2017,283.24,283.24,,,276.39,56.67,56.67,,,55.30,,,875.38,1180.3-60P,Paul Rady,May-17,875.38,2017
0,Shell Midstream Partners,Energy,2014,200.50,183.50,,126.80,109.80,,2014,12.24,14.13,,7.74,70.86,7.26,8.38,,4.59,42.01,63.24%,,879.98,,,Oct-14,920.00,2014
0,Antero Midstream Partners,Energy,2012,211.16,128.86,,121.82,78.66,412.80,2014,31.17,48.27,,17.98,,8.21,12.71,,4.74,,57.69%,,1000.00,11803-60P,Paul Rady,Nov-14,1000.00,2014
0,Columbia Pipeline Partners,Energy,2007,1346.90,1228.30,,616.10,497.50,1836.00,2014,3.50,4.33,,1.60,10766.62,1.75,2.16,,0.80,5383.31,45.74%,,1028.21,80420-23P,Glen Kettering,Feb-15,1076.66,2015
0,Babcock & Wilcox Enterprises,Energy,1867,1571.11,245.58,-24.93,11.39,-25.90,3.22,2015,,,,,,,,,,,0.72%,,,8.2700-38P,1. Data,Jun-15,,2015
0,Buckeye Partners,Energy,1886,1770.37,391.43,49.59,271.48,216.78,746.47,2009,,,,,,,,,,,15.33%,,,.34655-95P,Clark Smith,Jan-10,,2010
0,California Resources,Energy,2014,4432.00,2181.00,844.00,2630.00,1453.00,,2014,,,,,,,,,,,59.34%,,,7.2507-34P,Todd Stevens,Nov-14,,2014
0,Columbia Pipeline Group,Energy,,1314.80,1244.20,257.00,639.30,512.70,3484.80,2015,,,,,,,,,,,48.62%,,,80221-33P,Robert Skaggs,Jul-15,,2015
0,Equal Energy,Energy,1998,122.34,60.89,-32.98,39.77,-28.84,179.27,2010,,,,,,,,,,,32.51%,,,64561-96P,Don Klapko,Jun-10,,2010
0,Exterran,Energy,1954,1931.85,331.07,40.60,178.35,37.42,0.74,2015,,,,,,,,,,,9.23%,,,79610-23P,David Miller,Oct-15,,2015
0,General Motors,Energy,2011,205.99,55.91,0.85,3.52,3.49,0.00,2012,,,,,,,,,,,1.71%,,,,,Oct-11,,2011
0,International Petroleum (Canada),Energy,2017,215.52,-71.27,-40.18,78.34,-32.10,0.00,2017,,,,,,,,,,,36.35%,,,163841-77P,Mike Nicholson,Apr-17,,2017
0,Interstate Power and Light Company,Energy,,1650.30,442.20,137.60,397.60,208.70,1385.80,2012,,,-2.34,877.00,10343.00,-6.78,-6.40,-5.13,1.85,,24.09%,,,.2009.22.292P,John Larsen,Mar-13,,2013
0,Marathon Petroleum,Energy,1887,66978.00,8478.00,1440.00,3205.00,2268.00,3327.00,2011,,,1.50,0.03,-9.77,0.54,0.60,1.50,0.03,,4.79%,,,5747.3-11P,Gary Heminger,Jun-11,,2011
0,Murphy,Energy,1996,18810.81,923.78,129.73,279.85,208.98,1.15,2013,,,,,,,,,,,1.49%,,,,,Sep-13,,2013
0,ONE Gas,Energy,,1689.90,419.88,99.20,367.59,222.83,1473.92,2013,,,,,,,,,,,21.75%,,,,,Jan-14,,2014
0,Phillips 66,Energy,,196931.00,23107.00,4735.00,7451.00,6552.00,6178.00,2012,,,,,,,,,,,3.78%,,,60594-04P,Greg Garland,Apr-12,,2012
0,QEP Resources,Energy,1922,2070.60,1358.90,372.10,1092.90,524.90,1401.70,2010,,,,,,,,,,,52.78%,,,8.2393-84P,Charles Stanley,Jun-10,,2010
0,Talen Energy,Energy,2015,6627.00,2540.00,572.00,1160.00,685.00,2817.00,2015,,,,,,,,,,,17.50%,,,6767443p,Paul Farr,May-15,,2015
0,Vistra Energy,Energy,1881,5125.00,1585.00,-3969.00,-2399.00,-3119.00,0.00,2016,,,,,,,,,,,-46.81%,,,1791649p,Curtis Morgan,Sep-16,,2016
0,WPX Energy,Energy,2011,3771.00,1433.00,48.00,1702.00,777.00,0.00,2011,,,,,,,,,,,45.13%,,,83766-88P,Richard Muncnef,Dec-11,,2011
0,Xylem,Energy,2011,3735.00,1440.00,324.00,541.00,412.00,1207.00,2011,,,,,,,,,,,14.48%,,,1.2469-96P,Gretchen McClain,Oct-11,,2011
0,LM Funding America,Financial Services,2008,6.09,,2.15,,,8.27,2015,,,15.31,5.42,47.39,,,5.57,1.97,17.23,,,12.00,149788-09P,Bruce Rodgers,Oct-15,12.00,2015
0,PJT Partners,Financial Services,2015,382.92,94.66,,26.56,20.06,,2015,,,,,,0.58,0.77,,0.04,0.44,6.94%,,15.40,.282.33-15P,Paul Taubman,Sep-15,15.40,2015
0,County Bancorp,Financial Services,1996,30.51,,7.74,,,669.70,2014,,,11.19,2.84,-1.41,,,2.40,,-0.30,,,16.28,1.20608-74p,Timothy Schneider,Jan-15,18.59,2015
1,Performant Financial,Financial Services,1976,185.35,,26.89,39.94,31.37,153.29,2012,10.17,12.95,15.11,2.19,-904.99,2.03,2.58,3.01,0.44,-180.40,21.55%,1400,17.32,14887-OOP,Lisa 1m,Aug-12,81.00,2012
0,Hudson Capital (Beijing),Financial Services,2015,16.89,16.50,16.43,,14.48,0.00,2017,,15.21,13.40,13.04,,,1.40,1.23,1.20,,,32,20.23,,,Aug-17,20.23,2017
0,Huntingdon Valley Bank,Financial Services,1870,10.11,,0.96,,,223.84,2017,,,,,,,,,,0.30,,,21.82,9148.2-85P,Travis Thompson,Jan-17,21.82,2017
0,Wolverine Bancorp,Financial Services,1933,9.89,,-3.61,,,251.49,2010,,,,,,,,-6.94,2.53,0.98,,,25.08,16508971P,David Dunn,Jan-11,25.08,2011
0,Esquire Bank,Financial Services,2006,20.66,,2.94,,,383.66,2017,,,32.64,4.65,12.77,,,11.25,1.60,4.40,,51,25.20,104861-6.2P,Andrew Sagliocca,Jun-17,33.09,2017
0,State Investors Bancorp,Financial Services,1994,7.32,,0.95,,,260.16,2011,,,26.72,3.46,0.41,,,26.72,3.46,0.41,,,25.30,89205-49p,Anthony Sciortino,Jul-11,25.30,2011
0,Wellesley Bank,Financial Services,1911,10.76,,2.01,,,259.81,2011,,,,,,,,13.77,2.57,1.82,,,27.60,113747_86p,Thomas Fontaine,Jan-12,27.60,2012
0,Community First Bancshares,Financial Services,1928,11.74,,1.49,,,258.05,2017,,,44.08,5.58,1.44,,,20.28,2.57,0.66,,65,30.15,185858-20P,Johnny Smith,Apr-17,30.15,2017
0,Altabancorp,Financial Services,1905,69.79,,15.83,,,1235.58,2015,,,15.64,3.55,-8.56,,,2.29,0.52,1.25,,,30.77,71662.-60P,Richard Beard,Jun-15,36.25,2015
0,PB Bancorp,Financial Services,1862,12.43,,0.66,,,413.38,2016,,,,,,,,48.28,2.54,4.18,,80,31.63,19353.2-3.3P,Thomas Borner,Nov-15,31.63,2015
0,John Marshall Bank,Financial Services,2006,26.76,,7.09,,,567.23,2013,,,15.78,4.18,-34.39,,,4.57,1.21,-9.96,,,32.40,1446.27-76P,John Maxwell,Nov-13,32.40,2013
0,Walker & Dunlop,Financial Services,1937,112.28,,47.10,57.36,41.74,160.85,2010,3.82,5.24,4.65,1.95,23.41,1.16,1.60,1.42,0.59,7.13,51.09%,,33.33,41648-50P,William Walker,Dec-10,66.67,2010
0,Poage Bankshares,Financial Services,1889,9.07,,1.09,,,266.58,2011,,,,,,,,,,-0.82,,,33.72,1510.37-74p,Robert Curtis,Sep-11,33.72,2011
0,Standard Bank,Financial Services,1913,14.32,,2.92,,,357.47,2010,,,,,,,,11.84,241.00,1.30,,,34.50,143933-68P,Timothy Zimmerman,Oct-10,34.50,2010
0,Illinois Casualty Company,Financial Services,1950,44.87,,2.81,5.03,4.21,3.79,2016,8.13,9.70,14.55,,18.61,7.31,8.73,13.09,0.82,16.75,11.21%,92,36.80,147519-55P,Arron Sutherland,Mar-17,36.80,2017
0,Hamilton Bank (Towson),Financial Services,1915,9.02,,,,,260.12,2013,,,14.35,2.10,-2.18,,,3.52,,-28.91,,,37.03,98310-25P,Robert DeAlmeida,Oct-12,37.03,2012
0,Mercurity Fintech Holding,Financial Services,2010,22.74,2.67,-72.35,,,0.00,2015,,-229.59,-5.11,16.26,,,-2.88,-0.55,1.76,,,,38.24,101571-85?,Maodong Xu,Apr-15,40.00,2015
0,Marcus & Millichap,Financial Services,1971,434.43,172.69,2.03,56.04,53.02,,2013,7.65,8.08,211.46,0.99,17.98,1.28,1.36,35.54,0.17,3.02,12.90%,,39.28,4.2035-68P,John Kerin,Oct-13,72.00,2013
0,Atlantic Acquisition,Financial Services,2016,0.00,,-0.08,-0.13,-0.13,0.00,2017,-414.75,-414.75,-702.50,,103.25,-311.84,-311.84,-528.20,,77.63,,,40.00,9910.3-78P,Richard Xu,Aug-17,40.00,2017
0,Meridian Bank,Financial Services,2004,61.68,,2.25,,,723.32,2017,,,,,,,,2.44,0.74,-14.13,,,40.00,16931998P,Christopher Annas,Nov-17,45.90,2017
0,Investar Bank,Financial Services,2006,27.59,,2.80,,,667.11,2014,,,,,,,,,,6.34,,,40.25,150314-50P,John D'Angelo,Jul-14,40.25,2014
0,C1 Bank,Financial Services,1995,74.56,,13.82,,,1303.95,2014,,,,,,,,-72.24,3.06,0.89,,,41.61,115850-26P,Trevor Burgess,Aug-14,44.74,2014
0,BankProv,Financial Services,1827,25.60,,4.25,,,589.42,2015,,,22.08,3.67,3.04,,,9.94,1.65,1.37,,32,42.06,1.36360-09P,David Mansfield,Jul-15,42.23,2015
0,Sunshine Bank,Financial Services,1954,6.70,,-0.19,,,165.31,2014,,,,,,,,-226.31,6.31,-7.52,,,42.32,1513.29-61P,Floyd Hall,Jul-14,42.32,2014
0,North Jersey Community Bank,Financial Services,2005,35.61,,8.07,,,852.07,2012,,,16.50,3.74,-15.57,,,5.55,1.26,-5.54,,,44.80,,,Feb-13,44.80,2013
0,Coastway Bancorp,Financial Services,1920,17.48,,0.22,,,357.92,2013,,,7.92,1.98,184.12,,,2.01,0.50,1.08,,,48.27,1.2064-96P,William White,Jan-14,48.27,2014
0,Bankwell Financial Group,Financial Services,2002,30.28,,5.05,,,738.22,2014,,,19.65,3.64,5.41,,,3.24,0.60,0.80,,,48.65,3.6854-65P,Peyton Patterson,May-14,48.65,2014
0,Harvest Capital Credit BDC,Financial Services,2011,7.84,,4.70,,,22.23,2013,,,18.01,10.81,-21.85,,,10.84,6.51,-13.15,,,51.00,1.27.22-07P,Richard Buckanavage,May-13,51.00,2013
1,Square 1 Bank,Financial Services,2005,103.36,,22.13,,,2125.67,2013,,,22.12,4.74,8.63,,,4.70,1.01,1.83,,189,52.59,,,Mar-14,104.06,2014
0,Guaranty Bank & Trust,Financial Services,1913,67.75,,12.96,,,1747.24,2017,,,11.16,4.52,4.01,,,2.51,1.02,1.88,,397,54.00,84561-31P,Tyson Abston,May-17,54.00,2017
0,Allegiance Bancshares,Financial Services,2007,75.19,,13.32,,,1808.68,2015,,,23.43,,1.95,,,9.63,,-3.60,,,54.60,7151.3-65P,George Martinez,Oct-15,54.60,2015
0,Franklin Synergy Bank,Financial Services,2007,47.65,,8.22,,,1230.31,2014,,,34.12,3.46,15.04,,,14.39,1.46,1.78,,,55.40,1.22.2283.2P,Richard Herrington,Mar-15,55.40,2015
