PE,Company,Primary Industry Sector,Year Founded,Revenue,Gross Profit,Net Income,EBITDA,EBIT,Total Debt,Fiscal Year,Valuation/Ebitda,Valuation/EBIT,Valuation/Net Income,Valuation/Revenue,Valuation / Cash Flow,Deal Size/EBITDA,Deal Size/EBIT,Deal Size/Net Income,Deal Size/Revenue,Deal Size/Cash Flow,EBITDA Margin %,Employees,Total Invested Equity,CEO Pbid,CEO,Deal Date,Deal Size,Deal Year
0,Nevro,Healthcare,2006,29.05,18.25,-29.28,-28.7,-28.79,0,2014,-14.76,-14.72,-14.47,14.59,120.8,-4.39,-4.38,-4.3,4.34,35.92,-98.79%,,126,.30071-53P,Michael DeMane,14-Nov,126,2014
0,Semler Scientific,Healthcare,2007,2.27,,-2.23,-2,-2.12,0.27,2013,-16.51,-15.51,-14.76,14.49,10985.37,-5.02,-4.71,-4.48,4.4,3336.67,-87.77%,,9.31,60735-88P,Douglas Murphy-Chu.-,14-Feb,10.01,2014
0,Regulus Therapeutics,Healthcare,2007,12.83,,-12.55,-11.22,-12.22,17.56,2012,-12.17,-11.17,-10.88,10.64,20.05,-4.01,-3.68,-3.59,,,-87.50%,,45,13206-43P,Kleanthis Xanthopoul...,12-Oct,45,2012
0,NantHealth,Healthcare,2010,53.89,25.73,-91.19,-46.63,-67.08,152.67,2016,-36.24,-25.2,-18.54,31.37,83.44,-1.95,1.36,-1,1.69,4.49,-86.54%,864,91,40725-73P,Patrick Soon-Shiong,16-Jun,91,2016
0,Onconova Therapeutics,Healthcare,1998,47.48,,-42.95,-38.73,-39.1,0,2013,-7.98,-7.91,-7.2,6.51,6.36,-2,-1.98,1.8,1.63,1.59,-81.58%,57,77.5,35426-80P,Ramesh Kumar,13-Jul,77.5,2013
0,Andeavor Logistics,Business Products and Services (B2B),2011,29.43,17.53,-18.37,-22.6,-34,0,2011,-14.17,-9.42,-17.44,10.88,,-12.08,-8.03,-14.86,9.28,,-76.79%,95,273,91386-37P,Gregory Goff,11-Apr,273,2011
0,NanoString Technologies,Healthcare,2003,24.15,11.56,-29.44,-18.37,-20.3,12.84,2013,-7.94,-7.19,-4.96,6.04,-73.38,-2.94,-2.66,1.83,2.24,-27.15,-76.08%,138,54,3.5980-93P,R. Gray,13-Jun,54,2013
0,Apigee,Information Technology,2004,69.33,36.88,-55.39,-52.36,-54.93,4.9,2015,-9.44,-9,-8.93,7.13,32.6,-1.66,-1.58,-1.57,1.25,5.73,-75.53%,400,86.96,.39749-95P,Chetan Kapoor,15-Apr,86.96,2015
0,ConforMIS,Healthcare,2004,60.14,21.13,-47.67,-44.76,-47.01,10.5,2015,-13.1,-12.47,-12.3,9.75,-36.95,-3.02,-2.87,-2.83,2.24,-8.51,-74.43%,344,125.55,1572.2-83P,Philipp Lang,15-Jul,135,2015
0,Green Plains Partners,Energy,2015,13.36,8.6,,-9.79,-15.88,8.1,2015,-24.36,-15.01,,17.84,385.67,-15.33,-9.45,,11.23,242.72,-73.23%,,150,69581-35P,Todd Becker,15-Jun,150,2015
0,EndoChoice,Healthcare,2008,64.32,21.7,-58.04,-43.17,-52.12,39.48,2015,-8.52,-7.05,-6.33,5.72,14.74,-2.21,-1.83,-1.64,1.48,3.82,-67.11%,238,95.25,.39827-80P,Mark Gilreath,15-Jun,95.25,2015
0,Mandiant,Information Technology,2004,115.21,87.28,-88.62,-76.67,-88.5,20,2013,-30.65,-26.55,-26.51,20.39,56.27,-3.96,-3.43,-3.42,2.63,7.27,-66.54%,932,303.5,4.2416-83P,David DeWalt,13-Sep,303.5,2013
0,Meru Networks,Information Technology,2002,73.79,45,-51.06,-48.94,-49.49,9.21,2010,-4.57,-4.52,-4.38,3.03,-85.46,-1.34,1.33,1.29,0.89,-25.16,-66.33%,,49.87,3.8888-83P,Brett White,10-Mar,65.8,2010
0,Pure Storage,Information Technology,2009,273.78,158.98,-200.99,-175.42,-199.69,0,2016,-15.51,-13.63,-13.54,9.94,-18.6,-2.42,-2.13,-2.11,1.55,-2.91,-64.07%,1100,425,,,15-Oct,425,2015
0,Box,Information Technology,2005,216.44,169.17,-181.99,-137.77,-166.79,41.86,2015,-11.83,-9.77,-8.96,7.53,7.35,1.27,-1.05,-0.96,,0.79,-63.65%,,175,3.5678-62P,Aaron Levie,15-Jan,175,2015
0,Mersana Therapeutics,Healthcare,2001,25.76,,-16.4,-15.82,-16.57,0,2017,-21.47,-20.5,-20.71,13.18,7.5,-4.74,-4.53,-4.57,2.91,1.66,-61.43%,68,75,7957.2-52P,Anna Protopapas,17-Jun,75,2017
0,Teladoc Health,Healthcare,2002,58.6,42.61,-42.29,-35.77,-38.95,32.66,2015,-19.68,-18.07,-16.64,12.01,47.5,-4.38,-4.02,-3.71,2.67,10.58,-61.04%,,156.75,3652.2-55P,Jason Gorevic,15-Jul,156.75,2015
1,Select Energy Services,Energy,2008,323.49,-32.43,-5.21,-195.69,-287.67,51.28,2017,-4.82,-3.28,-180.78,2.91,-161.18,-0.62,-0.42,-23.36,0.38,-20.82,-60.49%,1700,121.8,16528-78P,John Schmitz,17-Apr,121.8,2017
0,Jive Software,Information Technology,2001,69.44,38.9,-44.9,-41.93,-47.64,32.92,2011,-16.91,-14.88,-15.79,10.21,22.57,-3.85,-3.39,-3.59,2.32,5.14,-60.38%,358,161.28,3.3579-73P,Tony Zingale,11-Dec,161.28,2011
0,Carbonite,Information Technology,2005,49.12,29.97,-21.85,-29.43,-35.79,0,2011,-8.15,-6.71,-10.98,4.89,-139.13,-2.12,-1.75,-2.86,1.27,-36.23,-59.92%,,53.66,61193-17P,David Friend,11-Aug,62.5,2011
0,Intersect ENT,Healthcare,2003,27.31,18.63,-17.52,-16.35,-16.89,,2014,-15.13,-14.65,-14.13,9.06,-26.61,-3.36,-3.26,-3.14,2.01,-5.91,-59.88%,,55,3.5594-11P,Lisa Earnhardt,14-Jul,55,2014
0,Everspin Technologies,Information Technology,2008,26.83,14.39,-17.65,-14.57,-15.43,17.28,2016,-6.86,-6.48,-5.66,3.72,-37.54,-3.09,-2.92,-2.55,1.68,-16.9,-54.29%,,45,35890-84P,Phillip LoPresti,16-Oct,45,2016
0,Tesla,Consumer Products and Services (B2C),2003,111.87,15.43,-69.24,-60.23,-67.94,30.93,2010,-26.28,-23.3,-22.86,14.15,31.78,-4.58,4.06,-3.99,2.47,5.54,-53.84%,,251.97,35886-52P,Elon Musk,10-Jun,276.1,2010
0,DavidsTea,Consumer Products and Services (B2C),2008,130.4,70.51,-76.72,-69.7,-77.02,10.67,2016,-6.31,-5.71,-5.73,3.37,-91.01,1.39,1.26,1.26,0.74,-20.05,-53.45%,,52.81,86678-74p,Sylvain Toutant,15-Jun,96.9,2015
0,Adobe Marketo Engage,Information Technology,2006,65.94,37.78,-37.25,-34.93,-37.22,3.64,2013,-13.32,-12.5,-12.49,7.06,-18.48,-2.26,-2.12,-2.11,1.19,-3.13,-52.97%,339,69.52,3.6736-66P,Phillip Fernandez,13-May,78.77,2013
0,Sunrun,Energy,2007,238.58,24.55,-52.35,-118.27,-177.99,555.57,2015,-11.48,-7.63,-25.93,5.69,-15.55,-2.12,1.41,-4.79,1.05,-2.87,-49.57%,,244.75,3556.2-34P,Lynn Jurich,15-Aug,250.6,2015
0,SolarCity,Energy,2006,124.13,45.16,-47.07,-59.76,-78.12,299.29,2012,-9.78,-7.48,-12.42,4.71,-21.43,-1.54,-1.18,-1.95,0.74,-3.37,-48.15%,,92,35886-79P,Lyndon Rive,12-Dec,92,2012
0,MongoDB,Information Technology,2007,137.68,102.73,-70.51,-66.2,-69.94,,2018,-17.75,-16.8,-16.67,8.54,86.07,-2.9,-2.75,-2.72,1.39,14.06,-48.09%,820,192,.39124-90P,Dev Ittychena,17-Oct,192,2017
0,Textura,Information Technology,2004,27.33,20.5,-21.44,-12.54,-16.53,7.69,2013,-26.19,-19.87,-15.32,12.02,5298.86,-5.98,-4.54,-3.5,2.74,1209.68,-45.90%,,75,46957-51P,Patrick Allin,13-Jun,75,2013
0,Okta,Information Technology,2009,160.81,104.86,-75.06,-70.06,-74.63,0,2017,-22.02,-20.67,-20.56,9.59,-44.49,-2.67,-2.51,-2.49,1.16,-5.39,-43.57%,898,187,38397-61P,Todd McKinnon,17-Apr,187,2017
0,Amyris,Healthcare,2003,68.07,8.39,-76,-29.44,-35.79,12.85,2010,-23.36,-19.21,-9.05,10.1,6.72,-2.88,-2.37,-1.12,1.25,0.83,-43.25%,,84.8,3.2074-21P,John Melo,10-Sep,84.8,2010
0,Groupon,Business Products and Services (B2B),2008,1290.49,1102.69,-686.72,-545.2,-573.99,0,2011,-23.4,-22.22,-18.58,9.88,71.03,1.28,-1.22,-1.02,0.54,3.9,-42.25%,,700,.3553.3-52P,Andrew Mason,11-Nov,700,2011
0,New Relic,Information Technology,2007,85,69.63,-41.05,-34.88,-41.01,0,2015,-30.36,-25.82,-25.8,12.46,19.57,-3.3,-2.8,-2.8,1.35,2.13,-41.04%,,106.95,3.0763-63P,Lewis Cirne,14-Dec,115,2014
0,Standard BioTools,Healthcare,1999,33.56,21.98,-16.9,-13.52,-14.66,17.83,2010,-18.95,-17.47,-15.16,7.63,-28.32,-5.55,-5.12,-4.44,2.24,-8.3,-40.29%,198,75.04,18193-96P,Gajus Worthington,11-Feb,75.04,2011
0,Silver Spring Networks,Information Technology,2002,196.74,31.72,-89.72,-77.78,-85.03,57.97,2012,-9.92,-9.08,-8.6,3.92,804.77,-1.04,-0.95,-0.9,0.41,84.2,-39.54%,,75.1,35610-76P,Scott Lang,13-Mar,80.75,2013
0,Workday,Information Technology,2005,199.13,107.76,-90.99,-77.14,-90.21,16.09,2013,-58.18,-49.75,-49.33,22.54,313.13,-8.26,-7.06,-7,3.2,44.44,-38.74%,,637,13297-33P,Aneel Bhusrl,12-Oct,637,2012
0,Marin Software,Information Technology,2006,59.56,34.79,-26.48,-22.57,-25.74,10.82,2012,-19.17,-16.81,-16.34,7.27,14.51,-4.65,-4.08,-3.96,1.76,3.52,-37.90%,,105,3.54.33-44p,Christopher Lien,13-Mar,105,2013
0,MobileIron,Information Technology,2007,107.97,89.94,-43.32,-40.8,-43,3.3,2014,-16.47,-15.62,-15.51,6.22,22.96,-2.45,-2.33,-2.31,0.93,3.42,-37.79%,,100,3572749p,Robert Tinker,14-Jun,100,2014
0,Coupa,Information Technology,2006,109.48,67.85,-45.31,-41.07,-44.81,,2017,-21.09,-19.32,-19.11,7.91,-29.86,-3.24,-2.97,-2.94,1.22,-4.59,-37.51%,,133.2,44830-63P,Rob Bernshteyn,16-Oct,133.2,2016
0,Nimble Storage,Information Technology,2007,104.19,66.2,-40.22,-37,-39.89,0,2014,-39.89,-37,-36.69,14.17,-77.11,-4.54,-4.21,-4.18,,-8.78,-35.51%,,168,3.6829-54P,Suresh Vasudevan,13-Dec,168,2013
0,iRhythm Technologies,Healthcare,2006,56.22,36.96,-22.34,-18.52,-19.37,31.8,2016,-19.39,-18.54,-16.07,6.39,-262.88,-5.78,-5.52,-4.79,1.9,-78.33,-32.95%,356,107,44347_96P,Kevin King,16-Oct,107,2016
0,Eagle Pharmaceuticals,Healthcare,2007,17.69,5.89,-10.97,-5.79,-5.9,0,2014,-36.08,-35.39,-19.03,11.8,40.03,-8.68,-8.52,4.58,2.84,9.63,-32.71%,,46.73,44121-07P,Scott Tarriff,14-Feb,50.25,2014
0,Jounce Therapeutics,Healthcare,2013,37.2,,-23.14,-11.76,-13.7,,2016,-42.41,-36.39,-21.55,13.41,1593.2,-8.66,-7.43,-4.4,2.74,-325.37,-31.61%,85,101.84,7.23.22-18P,Richard Murray,17-Jan,101.84,2017
0,Link Motion,Information Technology,2005,22.88,17.01,-16.18,-7.18,-7.6,0,2011,-73.4,-69.31,-32.57,23.03,23.58,-12.41,-11.72,-5.51,3.89,3.99,-31.37%,,82.89,,,11-May,89.13,2011
0,Yext,Business Products and Services (B2B),2006,124.26,87.31,-43.15,-38.88,-42.97,5,2017,-24.18,-21.89,-21.79,7.57,-82.73,-2.97,-2.69,-2.68,0.93,-10.16,-31.29%,630,115.5,.38349-91P,Howard Lerman,17-Apr,115.5,2017
0,Mindbody,Information Technology,2001,76.62,44.4,-46.81,-22.71,-27.47,16.79,2015,-24.11,-19.93,-11.7,7.15,-16.8,-4.41,-3.64,-2.14,,-3.07,-29.65%,,93.09,3.0344-68P,Richard Stollmeyer,15-Jun,100.1,2015
0,Five9,Information Technology,2001,89.29,39.02,-32.98,-26.23,-31.28,48.24,2014,-12.29,-10.31,-9.77,,13.57,-2.67,-2.24,-2.12,0.78,2.95,-29.37%,,70,3.6398-62P,Michael Burkland,14-Apr,70,2014
0,HubSpot,Business Products and Services (B2B),2005,104.1,72.63,-37.01,-30.55,-36.69,18.2,2014,-24.84,-20.69,-20.51,7.29,-98.17,-4.09,-3.41,-3.38,1.2,-16.17,-29.35%,719,125,.36699-58P,Brian Halligan,14-Oct,125,2014
0,Workiva,Information Technology,2008,106.13,75.4,-35.52,-30.94,-34.45,36.62,2014,-17.88,-16.06,-15.58,5.21,78.41,-3.26,-2.93,-2.84,0.95,14.28,-29.16%,,100.8,4.3874-02P,Matthew Rizai,14-Dec,100.8,2014
0,Taiwan Liposome Company,Healthcare,1997,7.72,,-3.2,-2.21,-3.13,2.85,2012,-110.92,-78.38,-76.45,31.74,62.33,-15.85,-11.2,-10.92,4.53,8.9,-28.61%,,35,77469-58P,Keelung Hong,12-Oct,35,2012
0,Aerohive Networks,Information Technology,2006,107.14,71.45,-33.23,-30.64,-32.21,23.53,2013,-14.23,-13.54,-13.12,4.07,80.19,-2.45,-2.33,-2.26,0.7,13.79,-28.60%,,69.75,35326-90P,David Flynn,14-Mar,75,2014
1,Mitel Networks,Information Technology,1972,655.4,317.9,-191.2,-187.1,-221.9,461,2010,-3.95,-3.33,-3.87,1.13,28.99,-0.79,-0.66,-0.77,0.22,5.78,-28.55%,2353,147.37,15006-43P,Donald Smith,10-Apr,147.37,2010
0,2U,Information Technology,2008,83.13,60.41,-28.3,-23.67,-28.01,0,2013,-21.49,-18.16,-17.98,6.12,-27.98,-5.04,-4.26,-4.21,1.43,-6.56,-28.48%,,104,1.2016-oop,Christopher Paucek,14-Mar,119.28,2014
0,Ardelyx,Healthcare,2007,30.92,,-9.16,-8.57,-9.06,0,2014,-29.22,-27.64,-27.32,8.1,55.49,-7,-6.62,-6.55,1.94,13.3,-27.71%,,60,1.3681-oop,Michael Raab,14-Jun,60,2014
0,Cara Therapeutics,Healthcare,2004,11.96,,-3.07,-3.2,-3.99,,2013,-74.99,-60.17,-78.21,20.08,21.38,-15.96,-12.81,-16.65,4.28,4.55,-26.78%,,51.15,3.8541-79P,Derek Chalmers,14-Jan,51.15,2014
0,Talend,Information Technology,2005,88.69,67.61,-25.15,-23.64,-25.11,12.21,2016,-21.3,-20.05,-20.02,5.68,260.88,-4,-3.76,-3.76,1.07,48.96,-26.65%,,94.5,3.9355-12P,Mike Tuchen,16-Jul,94.5,2016
0,Care.com,Information Technology,2006,81.49,62.64,-28.35,-21.27,-27.97,0,2013,-23.77,-18.08,-17.84,6.21,-34.33,-4.28,-3.25,-3.21,1.12,-6.17,-26.10%,361,90.95,.30751-75P,Sheila Marcelo,14-Jan,90.95,2014
0,Alteryx,Information Technology,1997,85.79,69.76,-30.7,-22.37,-24.05,0.33,2016,-35.24,-32.79,-25.68,9.19,142.66,5.63,-5.24,-4.1,1.47,22.8,-26.08%,,126,3.683.3-17P,Dean Stoecker,17-Mar,126,2017
0,Zendesk,Information Technology,2007,83.23,54.57,-27.52,-21.15,-27.22,27.99,2014,-29.87,-23.2,-22.95,7.59,34.79,-4.73,-3.67,-3.63,1.2,,-25.41%,,100,36380-71P,Mikkel Svane,14-May,100,2014
0,MuleSoft,Information Technology,2006,187.75,138.68,-59.03,-46.78,-48.72,0,2016,-45.79,-43.96,-36.28,11.41,148.4,-4.72,-4.54,-3.74,1.18,15.31,-24.91%,841,221,46106-65P,Gregory Schott,17-Mar,221,2017
0,Q2 Software,Information Technology,2004,56.87,20.61,-17.87,-14.15,-17.12,7.58,2013,-29.35,-24.26,-23.24,7.3,43.43,-7.13,-5.89,-5.64,1.77,10.55,-24.88%,,81.25,3.1940-92P,Robert Seale,14-Mar,100.89,2014
0,iClick Interactive,Information Technology,2009,110.88,28.99,-37.32,-27.5,-33.23,7.85,2017,-15,-12.41,-11.05,3.72,29.43,-1.09,-0.9,-0.8,0.27,2.14,-24.80%,554,30,.217.225-98P,Wing Hong Hsieh,17-Dec,30,2017
0,ShiftPixy,Information Technology,2015,21.6,4.04,-5.24,-5.18,-5.24,,2017,-33.07,-32.69,-32.69,7.93,-127.44,-2.32,-2.29,-2.29,0.56,-8.93,-23.97%,,12,14714.2-99P,Scott Absher,17-Jun,12,2017
0,Carvana,Consumer Products and Services (B2C),2012,451.27,24.99,-114.23,-103.44,-109.29,216.56,2017,-19.18,-18.15,-17.37,4.4,373.27,-2.18,-2.06,-1.97,0.5,42.34,-22.92%,,225,10181.2-06P,Ernest Garcia,17-Apr,225,2017
0,8point3 Energy Partners,Energy,2015,8.9,,1.94,-2.01,-4.27,149.9,2015,-742.53,-349.18,768.16,167.6,,-209.16,-98.36,216.38,47.21,,-22.57%,,396.9,3.2459-32P,Charles Boynton,15-Jun,420,2015
0,RingCentral,Information Technology,1999,135.94,83.94,-40.53,-30.21,-38.09,20.73,2013,-26.14,-20.73,-19.48,5.81,119.86,3.23,-2.56,-2.41,0.72,14.8,-22.22%,,97.5,.217396-54?,Vladimir Shmunis,13-Sep,97.5,2013
0,AnaptysBio,Healthcare,2005,16.68,,-4.26,-3.69,-3.93,13.81,2016,-77.78,-73.16,-67.48,17.23,-635.82,-20.3,-19.09,-17.61,4.5,-165.93,-22.15%,,75,3.8907-64P,Hamza Suria,17-Jan,75,2017
0,Braemar Hotels & Resorts,Financial Services,2004,63.56,43.34,-23.27,-13.86,-16.85,7,2011,-21.53,-17.71,-12.82,469,-88.38,-4.56,-3.75,-2.72,1,-18.74,-21.80%,,63.25,15467-86P,Jeremy Allaire,12-Feb,63.25,2012
0,The ExOne Company,Business Products and Services (B2B),1995,28.66,12.14,-10.17,-6.17,-7.85,19.76,2012,-37.35,-29.34,-22.66,8.04,-439.64,-15.47,-12.15,-9.38,3.33,-182.06,-21.52%,,83.91,71785-27P,Steven Rockwell,13-Feb,95.4,2013
0,Apptio,Information Technology,2007,142.72,91.97,-37.48,-30.55,-36.84,19.55,2016,-19.53,-16.19,-15.92,4.18,34.81,-3.14,-2.61,-2.56,0.67,5.6,-21.41%,700,96,40547-26P,Sunny Gupta,16-Sep,96,2016
0,ForeScout Technologies,Information Technology,2000,211.63,153.75,-53.67,-44.48,-50.26,24.62,2017,-18.12,-16.04,-15.02,3.81,-116.22,-2.61,-2.31,-2.16,0.55,-0.17,-21.02%,809,116.16,65603-71P,Michael DeCesare,17-Oct,116.16,2017
0,BazaarVoice,Business Products and Services (B2B),2005,93.99,60.58,-22.67,-19.16,-22.04,0,2012,-35.6,-30.96,-30.1,7.26,13.43,-5.94,-516,-5.02,1.21,-224.04,-20.39%,780,108,3.6501-76P,Brett Hurt,12-Feb,113.81,2012
0,Xactly,Information Technology,2005,63.65,37.93,-19.64,-12.86,-15.49,27.36,2016,-17.24,-14.31,-11.29,3.48,36.06,4.38,-3.63,-2.87,0.88,9.16,-20.20%,,54.83,35657-02P,Christopher Cabrera,15-Jun,56.3,2015
0,Sagent Pharmaceuticals,Healthcare,2006,95.76,13.34,-21.53,-19.07,-20.17,33.74,2011,-22.53,-21.3,-19.95,4.49,16.96,-4.82,-4.56,-4.27,0.96,3.63,-19.91%,,92,3638.3-23P,Jeffrey Yordon,11-Apr,92,2011
0,SINTX Technologies,Healthcare,1996,22.31,15.27,-8.29,-4.24,-6.45,17.93,2013,-16.43,-10.81,-8.42,3.13,-150.94,-4.74,-3.12,-2.43,0.9,-43.56,-19.02%,,20.13,4021.3-54P,Eric Olson,14-Feb,20.13,2014
0,Amber Road,Information Technology,1990,52.53,30.28,-19.25,,-13.7,10.07,2013,-32.53,-23.53,-16.74,6.14,256.07,-9.7,-7.02,-4.99,1.83,76.36,-18.86%,50,57.82,3671749p,James Preuninger,14-Mar,96.09,2014
0,Upland Software,Information Technology,2010,60.23,39.24,-24.04,-11.1,-17.81,27.62,2014,-15.5,-9.66,-7.16,2.86,399.14,-4.16,-2.59,-1.92,0.77,107.09,-18.43%,,46.15,,,14-Nov,46.15,2014
0,Cyan,Information Technology,2006,108,43.75,-22.05,-19.88,-21.85,12.56,2013,-24.64,-2.44,-22.21,4.54,-48.81,-4.43,-4.03,-3.99,0.81,-8.77,-18.40%,,81.84,3095.2-63P,Mark Floyd,13-May,88,2013
0,Enphase Energy,Energy,2006,149.52,29.07,-32.29,-26.25,-29.28,33.88,2011,-8.98,-8.05,-7.3,1.58,20.58,-2.05,1.84,-1.67,0.36,470,-17.56%,215,53.82,35489-44p,Paul Nahi,12-Mar,53.82,2012
0,FibroGen,Healthcare,1993,133.89,,-35.72,-22.71,-27.2,96.98,2014,-44.9,-37.49,-28.54,7.61,16.78,-6.42,-5.36,-4.08,1.09,2.4,-16.96%,,145.8,45315-55P,Thomas Neff,14-Nov,145.8,2014
0,Chimerix,Healthcare,2000,32.41,,-37.4,-5.32,-5.59,14,2013,-64.27,-61.11,-9.14,10.54,-117.44,-19.27,-18.33,-2.74,3.16,-35.22,-16.40%,,95.31,.36561-61P,Kenneth Moch,13-Apr,102.48,2013
0,Nutanix,Information Technology,2009,503.41,332.62,-108.23,-79.51,-105.92,73.26,2016,-27.62,-20.74,-20.29,4.36,70.1,-2.99,-2.25,-2.2,0.47,7.59,-15.79%,2000,237.92,3.6975-52P,Dheeraj Pandey,16-Sep,237.92,2016
0,Yelp,Consumer Products and Services (B2C),2004,83.29,77.35,-16.86,-12.34,-16.58,0,2011,-72.77,-54.17,-53.28,10.78,-159.78,-8.69,-6.47,-6.36,1.29,-19.08,-14.82%,,106.5,3.3205-69P,Jeremy Stoppelman,12-Mar,107.25,2012
0,Rally Software Development,Information Technology,2001,56.85,44.6,-10.78,-8.13,-10.02,0,2013,-39.16,-31.76,-29.54,5.6,-172.77,-10.33,-8.38,-7.79,1.48,-45.58,-14.31%,36,78.12,,,13-Apr,84,2013
0,Trulia,Consumer Products and Services (B2C),2005,51.26,43.13,-11.19,-7.31,-10.37,10.09,2012,-61.37,-43.25,-40.08,8.75,56.33,-13.96,-9.84,-9.12,1.99,12.81,-14.25%,,94.81,,,12-Sep,102,2012
0,Imperva,Information Technology,2000,71.97,56.91,-11.85,-10.22,-11.74,3,2011,-38.91,-33.89,-33.58,5.53,-121.36,-8.8,-7.67,-7.6,1.25,-274600,-14.21%,,85.5,36716-32P,Shlomo Kramer,11-Nov,90,2011
0,Opower,Information Technology,2007,98.25,64.18,-18.43,-13.74,-18.13,2.47,2014,-65.64,-49.74,-48.93,9.18,-1335.91,-8.44,-6.39,-6.29,1.18,-171.7,-13.98%,400,115.9,1.2308-23P,Daniel Yates,14-Apr,115.9,2014
0,SoundThinking,Business Products and Services (B2B),1996,17.02,7,-6.26,-2.23,-4.88,13.07,2017,-44.85,-20.54,-16.01,5.89,-354.21,-13.78,-6.31,-4.92,,-108.83,-13.13%,70,30.8,38063-80P,Ralph Clark,17-Jun,30.8,2017
0,Proofpoint,Information Technology,2002,87.68,56.97,-19.81,-11.16,-19.18,4.95,2012,-34.56,-20.1,-19.46,4.4,307.46,-7.37,-4.29,-4.15,0.94,65.26,-12.73%,,66.69,3943.2-70P,Gary Steele,12-Apr,82.28,2012
0,Appian,Information Technology,1999,135.29,87.24,-17.47,-17.08,-17.89,20,2017,-41.24,-39.36,-40.32,5.21,-555.41,-4.39,-4.19,-4.29,0.55,-59.15,-12.62%,,75,.38485-45P,Matthew Calkins,17-May,75,2017
0,A10 Networks,Information Technology,2004,141.74,108.34,-29.08,-17.88,-24.96,20,2013,-49.52,-35.47,-30.45,6.25,-288.04,-10.49,-7.51,-6.45,1.32,-61,-12.62%,,135,45671-59P,Lee Chen,14-Mar,187.5,2014
0,AppFolio,Information Technology,2006,53.69,28.75,-10.99,-6.75,-10.92,9.56,2015,-57.46,-35.52,-35.28,7.23,293.41,-11.02,-6.81,-6.77,1.39,56.28,-12.57%,,74.4,3.9021-04P,Brian Donahoo,15-Jun,74.4,2015
0,Shopify,Information Technology,2006,123.56,71.73,-2.45,-15.33,-2.45,8.32,2015,-82.56,-61.8,-61.8,10.24,-37.74,-8.54,-6.39,-6.39,1.06,-3.9,-12.41%,,130.9,36326-71P,Tobias Lutke,15-May,130.9,2015
0,Ooma,Information Technology,2004,75.75,37.79,-10.84,-9.39,-10.79,11.48,2016,-23.48,-20.42,-20.32,2.91,28.12,-6.92,-6.02,-5.99,0.86,8.3,-12.39%,,60.45,35885-08P,Eric Stang,15-Jul,65,2015
0,Block,Information Technology,2009,1143.65,329.26,-168.6,-137.59,-161.86,0,2015,-2.45,-18.24,-17.51,2.58,-87.89,-1.77,-1.5,1.44,0.21,-7.24,-12.03%,,230.85,36500-32P,lack Dorsey,15-Nov,243,2015
0,Concert Pharmaceuticals,Healthcare,2006,25.41,,-6.45,-3.04,-4.39,15.5,2013,-79.22,-54.92,-37.36,9.49,112.22,-27.6,-19.14,-13.02,,39.11,-11.98%,,78.12,59381-02P,Roger Tung,14-Feb,84,2014
0,Glaukos,Healthcare,1998,52,39.74,-9.13,-5.99,-10.24,22.34,2015,-91.2,-53.38,-59.83,10.51,508.41,-18.02,-10.55,-11.82,2.08,100.47,-11.52%,,100.44,3.66.33-31P,Thomas Burns,15-Jun,108,2015
1,NexTier Oilfield Solutions,Energy,1973,420.57,-96.75,-187.09,-47.81,-148.79,277.83,2016,-40.98,-13.17,-10.47,4.66,-427.64,-10.63,-3.42,-2.72,1.21,-110.96,-11.37%,1100,298.3,,,17-Jan,508.44,2017
0,Blue Apron,Consumer Products and Services (B2C),2012,868.16,279.47,-110.1,-98.56,-109.47,152.85,2017,-19.24,-17.32,-17.22,2.18,-28.78,-3.04,-2.74,-2.72,0.35,-4.55,-11.35%,5202,300,39005-65P,Matthew Salzberg,17-Jun,300,2017
0,Chemocentryx,Healthcare,1997,31.67,,-4.62,-3.53,-4.28,11.92,2011,-99.84,-82.28,-76.36,11.13,12.55,-12.74,-10.5,-9.75,1.42,1.6,-11.15%,,45,3.8926-45P,Thomas Schall,12-Feb,45,2012
0,Benefitfocus,Information Technology,2000,91.22,41.89,-19.68,-9.92,-17.61,8.33,2013,-64.96,-36.59,-32.74,7.06,-1618.77,-13.19,-7.43,-6.65,1.43,-328.59,-10.87%,800,79.5,4.2391-27P,Shawn Jenklns,13-Sep,130.78,2013
0,Imprivata,Healthcare,2002,76.3,54.89,-16.01,-8.18,-10.71,1.5,2014,-41.85,-31.94,-21.37,4.49,-29.77,,-7,-4.68,0.98,-6.52,-10.72%,258,69.75,36621-46P,Omar Hussain,14-Jun,75,2014
0,Trupanion,Financial Services,2000,99.88,18.11,-12.82,-9.88,-11.08,26.2,2014,-26.87,-23.96,-20.72,2.66,65.27,-7.21,-6.43,-5.56,0.71,17.51,-9.90%,,71.25,39610-45P,Darryl Rawlings,14-Jul,71.25,2014
0,Mitel Mobile,Information Technology,2005,90.94,49.78,-18.95,-8.66,-13.58,33.28,2013,-26.69,-17.02,-12.2,2.54,184.91,-6.29,-4.01,-2.88,0.6,43.6,-9.52%,,53.2,,,13-Nov,54.5,2013
0,Everbridge,Information Technology,2002,67.04,45.15,-13.65,-6.38,-13.53,15.46,2016,-50.63,-23.88,-23.67,4.82,-119.97,-14.1,-6.65,-6.59,1.34,-33.42,-9.52%,,75,,,16-Sep,90,2016
